link_id,a_node,b_node,mid_lat,mid_lon,free_flow_time,Congested_Time_Max,Delay_factor_Max,VOC_max
33972,10000061,9850,40.07309622857143,-75.07364913285713,2.8887540000000005,2.8887540000000005,1.0,0.0
33973,9933,10000061,40.070367728571426,-75.07642963285713,2.774166,2.774166,1.0,0.0
33974,10000061,9933,40.070367728571426,-75.07642963285713,2.774166,2.774166,1.0,0.0
33975,9940,10000061,40.070672728571424,-75.07612013285714,2.378682,2.378682,1.0,0.0
33976,10000061,9940,40.070672728571424,-75.07612013285714,2.378682,2.378682,1.0,0.0
33977,9933,9940,40.070108000000005,-75.0787285,0.171766,0.2766245582097046,1.6104733079288374,1.1809927446060566
33978,9940,9933,40.070108000000005,-75.0787285,0.171766,0.230604240292524,1.342548818116065,0.7296709522069512
33979,9920,9933,40.069503,-75.07934900000001,0.17034,0.2743280232725981,1.6104733079288371,1.1809927446060566
33980,9933,9920,40.069503,-75.07934900000001,0.17034,0.2286897656778904,1.342548818116065,0.7296709522069512
33981,9940,9845,40.0706915,-75.078148,0.154438,0.2487182767299137,1.6104733079288371,1.1809927446060566
33982,9845,9940,40.0706915,-75.078148,0.154438,0.2073405543722088,1.342548818116065,0.7296709522069512
33983,9843,9845,40.070999,-75.07784699999999,0.016452,0.0220876131556455,1.342548818116065,0.7296709522069512
33984,9845,9843,40.070999,-75.07784699999999,0.016452,0.0264955068620452,1.6104733079288371,1.1809927446060566
33985,5171,6726,40.074138,-75.0779535,0.156558,0.1590926599905202,1.0161899103879728,0.0573537783767187
33986,6726,5171,40.074138,-75.0779535,0.156558,0.156558,1.0,0.0
33987,6726,7000,40.07340845,-75.07674315,0.368402,0.37436639536675,1.0161899103879728,0.0573537783767187
33988,7000,6726,40.07340845,-75.07674315,0.368402,0.368402,1.0,0.0
33989,5170,5171,40.07461135,-75.0787378,0.183858,0.1868346445441119,1.0161899103879728,0.0573537783767187
33990,5171,5170,40.07461135,-75.0787378,0.183858,0.183858,1.0,0.0
33991,9846,9847,40.072229199999995,-75.0765853,0.029964,0.0482562221987796,1.6104733079288371,1.1809927446060566
33992,9847,9846,40.072229199999995,-75.0765853,0.029964,0.0402281327860297,1.342548818116065,0.7296709522069512
33993,9844,9846,40.071901249999996,-75.0769204,0.15521,0.2499615621236348,1.6104733079288371,1.1809927446060566
33994,9846,9844,40.071901249999996,-75.0769204,0.15521,0.2083770020597944,1.342548818116065,0.7296709522069512
33995,9847,7000,40.072590899999994,-75.07621155,0.175136,0.2820518532574248,1.6104733079288374,1.1809927446060566
33996,7000,9847,40.072590899999994,-75.07621155,0.175136,0.2351286298095751,1.342548818116065,0.7296709522069512
33997,3844,10000061,40.07103647857143,-75.07305973285713,0.791856,0.791856,1.0,0.0
33998,10000061,3844,40.07103647857143,-75.07305973285713,0.791856,0.791856,1.0,0.0
33999,3843,3845,40.071779199999995,-75.0735973,0.17671,0.1773432260644204,1.0035834195258924,0.0163219875742506
34000,3845,3843,40.071779199999995,-75.0735973,0.17671,0.177126076582884,1.0023545729323975,0.0115023113477859
34001,9849,9850,40.0746545,-75.07409949999999,0.34269,0.5676504819654552,1.6564547607617823,1.2546685105570266
34002,9850,9849,40.0746545,-75.07409949999999,0.34269,0.4623021038774177,1.3490387927205862,0.741173263554737
34003,9848,9849,40.073768,-75.07499899999999,0.156554,0.2593246186163001,1.6564547607617828,1.2546685105570266
34004,9849,9848,40.073768,-75.07499899999999,0.156554,0.2111974191555786,1.3490387927205862,0.741173263554737
34005,7015,10000383,40.08073423586957,-75.0884040652174,3.131274,3.131274,1.0,0.0
34006,10000383,7015,40.08073423586957,-75.0884040652174,3.131274,3.131274,1.0,0.0
34007,595,596,40.0818395,-75.0793175,0.185908,0.2767990984837369,1.4889036431123834,0.9814715705320588
34008,596,595,40.0818395,-75.0793175,0.185908,0.3379676968156994,1.8179298191347304,1.5070293054670303
34009,597,596,40.083111,-75.076953,0.799714,1.453823927379512,1.8179298191347304,1.5070293054670303
34010,596,597,40.083111,-75.076953,0.799714,1.1906970880479766,1.4889036431123834,0.9814715705320588
34011,573,10000152,40.08451342931035,-75.07268265689655,4.64664,4.64664,1.0,0.0
34012,10000152,573,40.08451342931035,-75.07268265689655,4.64664,4.64664,1.0,0.0
34013,597,10000152,40.082616479310346,-75.07356115689656,2.58141,2.58141,1.0,0.0
34014,10000152,597,40.082616479310346,-75.07356115689656,2.58141,2.58141,1.0,0.0
34015,598,10000152,40.083215379310346,-75.07329570689656,3.138918,3.138918,1.0,0.0
34016,10000152,598,40.083215379310346,-75.07329570689656,3.138918,3.138918,1.0,0.0
34017,599,10000152,40.08432597931034,-75.07302100689657,4.462572,4.462572,1.0,0.0
34018,10000152,599,40.08432597931034,-75.07302100689657,4.462572,4.462572,1.0,0.0
34019,585,589,40.076938999999996,-75.084232,0.358846,0.3646556845830825,1.0161899103879728,0.0573537783767187
34020,589,585,40.076938999999996,-75.084232,0.358846,0.358846,1.0,0.0
34021,591,593,40.07951705,-75.0828386,0.339806,0.6177434601208962,1.8179298191347304,1.5070293054670303
